RegistrationNumber,LabelName,Class,Order,Family,ScientificName,DateTaxonomyCorrected,TaxonomyNotes,TypeStatus,Country,Locality,Latitude,Longitude,Extent_km,Certainty,Type,NOTES,Georeferencer,DateGeoreferenced,Validated
,,Amphibia,Caudata,Salamandridae,Pleurodeles poireti,Nov-17,,"Type of Glossoliga Hagenmulleri Lataste, 1881 - Original registration 1920.1.20.1165",Algeria,"Mt Edough, near Bona, Algiers, Algeria. Updated to Edough Mountains, Annaba, Algeria (amphibiaweb.org)",36.90876,7.672263,9.74,75%,2.6,"""Bona"" is now present day ""Annaba"" (https://www.wdl.org/en/item/8787/), Wikipedia shows that Edough is actually a mountain range ""Edough Massif"" or ""Djebel Edough"" running from Cap de Garde to Cap de Fer. This is a large distance- to narrow down looked up ""Mount Edough"" again- returned an Odonata paper (Odonata in streams on Mount Edough, Algeria, and in Kroumiria, Tunisia
Samraoui &  Alfarhan, 2015) with georeference for northern slope of Mt. Edough (36¡ 55' 32.5"" N, 7¡ 40' 58.9"" E), plotted this on google maps. AmphibiaWeb shows type locality as ""Mount Edough near Annaba, Algeria"" ~100m (https://amphibiaweb.org/cgi/amphib_query?where-genus=Salamandra&where-species=algira&rel-genus=equals&rel-species=equals). When I looked at elevations in the area only ""Djebel Edough"" was close (showed up as I zoomed in), this peak is 900-940m. The coordinates given by Wikipedia for Edough Massif are also one ""ridge"" of mountains over. To encompass the Massif ridge, Odonata sample point on ""Mount Edough"" and ""Djebel Edough"" midpoint taken at 36.908760, 7.672263. This is the middle of a straight line running from 36.858647, 7.582036 to 39.956516, 7.763379, extent taken @ midpoint & encompasses all points discussed here and the highest elevation in the range which is where the Type specimen is marked as being collected on Amphibia web https://amphibiaweb.org/cgi/amphib_query?where-genus=Salamandra&where-species=algira&rel-genus=equals&rel-species=equals. Certainty score reflects certainty that specimen should be found within extent due to large circumference generated around given points and elevation information. ",Pawlik,Feb-18,
,,Amphibia,Caudata,Proteidae,Proteus anguinus,Nov-17,,"Type of Hypochthon zoisii Fitzinger, 1850 - Original registration ???",Slovenia,"Original locality: Carniola [Krain fide Gray, 1850:66] updated to: Type locality: ""Rupa"" near Schweinsdorf, Krain, Slovenia (amnh.org)",45.481534,14.283392,3.13,75%,2.3,"Wikipedia page for ""Carniola"" explains that it was a historical region made up of parts of what is now Slovenia (https://en.wikipedia.org/wiki/Carniola). Amnh.org was used for further details for this type species, the species page detailed the old locality ""Rupa"" near Schweinsdorf, Krain, Slovenia"". A google search for this showed that Krain is German for Carniola, so back on the Carniola page the the map was compared to present-day Slovenia using google maps and the city ""Rupa"" was searched for. The resulting webpage showed that Rupa is linked to ""Jelsane"" where there is a border crossing (https://www.policija.si/eng/index.php/component/content/article/2/96-border-crossing), nearby is the town of Rupa which is now outside the border of Slovenia, in Croatia. When compared to the map on the original wikiedia page it Rupa shows up as just outside ""Inner"" Carniola. I used the town name as the midpoint and measured the extent to the town of Rupa's border. Certainty score reflects certainty that specimen was found within this area as the details match- if the borders are correct. ",Pawlik,Feb-18,
,,Amphibia,Caudata,Proteidae,Proteus anguinus,Nov-17,,"Type of Hypochthon schreibersii Fitzinger, 1850 - Original registration 1846.6.15.86. ",Slovenia,"Original locality: Carniola [Krain and Adelsburg fide Gray, 1850:66] updated to: ""Vir"" Slovenia (research.amnh.org)",46.151148,14.605224,1.41,75%,2.3,"This specimen was also from Carniola which as region does not exist, however the locality was updated via: http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Caudata/Proteidae/Proteus/Proteus-anguinus (Syntypes: Not stated other than clearly NHMW; including BMNH 1946.9.6.72-73) where it was shown as ""Vir"" Slovenia, for both 1946.9.6.72-73. This locality was then searched for on Wikipedia and google maps, both confimed its location within Slovenia, Upper Carniola. Town name was midpoint, extent was border. Certainty shows that specimen is likely to be found in this area, as quick google search for ""Vir, Slovenia caves"" shows nearby caves ",Pawlik,Feb-18,
,,Amphibia,Caudata,Proteidae,Proteus anguinus,Nov-17,,"Type of Hypochthon schreibersii Fitzinger, 1850 - Original registration 1846.6.15.87",Slovenia,"Original locality: Carniola [Krain and Adelsburg fide Gray, 1850:66] updated to: ""Vir"" Slovenia (research.amnh.org)",46.151148,14.605224,1.41,75%,2.3,"This specimen was also from Carniola which as region does not exist, however the locality was updated via: http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Caudata/Proteidae/Proteus/Proteus-anguinus (Syntypes: Not stated other than clearly NHMW; including BMNH 1946.9.6.72-73) where it was shown as ""Vir"" Slovenia, for both 1946.9.6.72-73. This locality was then searched for on Wikipedia and google maps, both confimed its location within Slovenia, Upper Carniola. Town name was midpoint, extent was border. Certainty shows that specimen is likely to be found in this area, as quick google search for ""Vir, Slovenia caves"" shows nearby caves ",Pawlik,Feb-18,
,,Amphibia,Caudata,Proteidae,Proteus anguinus,Nov-17,,"Type of Hypochthon freyeri Fitzinger, 1850 - Original registration V.I.9m",Slovenia,"Carniola [Kraine fide Gray, 1850:65]. Updated to: ""Kumpolje, Slovenia"" (Kumpole [=kumpolje] und Potiskavs) (research.amnh.org)",45.977432,15.006045,1.24,75%,2.3,"As with other Carniola specimens location was searched for @ http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Caudata/Proteidae/Proteus/Proteus-anguinus, this updated this specimens location to ""Kumpole [= Kumpolje] und Potiskavz"", Slovenia.  When searched for in google the only place in Slovenia was Kumpolje, town name was midpoint and extent measured to town border. Certainty reflects likelihood that specimen would be found here if there are caves here as it is to East of Wikipedia range for this species. This town is also referred to as ""Kompolje"" on Wikipedia, and there caves are referred to.",Pawlik,Feb-18,
,,Amphibia,Caudata,Proteidae,Proteus anguinus,Nov-17,,"Type of Hypochthon laurentii Fitzinger, 1850 - Original registration 1847.10.19.1",Slovenia,"Carniola [Kraine fide Gray, 1850:65]. Updated to ""Crna Jama, Slovenia"" (research.amnh.org)",45.804479,14.204202,2.45,75%,2.7,"Lacking specimen detail led me to research.amnh.org where details for the specimen showed that the type was found in Magdalena-Grotte, Slovenia. Found a book which explained that this is now known as Crna Jama (Slovene Karst and Caves in the Past (Shaw & ?uk, 2012)) a cave linked to another (Pivka Jama) (http://www.showcaves.com/english/si/showcaves/Pivka.html), I was unable to find coordinates for the former but did for Pivka Jama (google search ""Pivka Jama coordinates"")(45.8049, 14.2043). Retrieved full lat & long by searching the co-ords on google and noting midpoint, then followed protocol for a cave, moved the midpoint to what appeared to be the cave entrance on google maps (satellite view) and measured across surface length of cavern to get extent as could not estimate the surface length of the cave as suggested in the protocol. However, I then looked at https://www.postojnska-jama.eu/en/ which showed where both caves could be accessed from a tourist centre. I measured the distance from the midpoint for the cave entrance to the entrance defined on the website (45.783051, 14.203840) and gave this as the extent (2.45km) as the caves are linked underground. Certainty score reflects lack of knowledge of how far away from Pivka Jama the Crna Jama cave is- but all linked by one river ""Pivka river"".",Pawlik,Feb-18,
,,Amphibia,Caudata,Plethodontidae,Pseudoeurycea gadovii,Nov-17,,"Type of Oedipus gadovii Dunn, 1926 - Original registration 1903.9.30.310",Mexico,"Xometla, 8500ft, Orizaba, Mexico",18.974698,-97.186954,0.76,75%,2.3,"could not find Xometla & Orizaba close together on google map and first Xometla found on or near to, correct altitude. looked at specimen details on amnh.org and found that ""Orizaba"" should be ""Mt. Orizaba"", when this was searched on google maps a small town named Xometla was found nearby- this was at the right altitude in the right place- near mt. Orizaba (""Pico de Orizaba""). Measured out from Xometla name location (midpoint) to closest named place ""Agua Bendita"" then halfed the distance to ge the extent- made sure this encompassed specified elevation (8500ft.= 2590m= in between 2580-2600m elevation rings) . 75% Due to small extent, specimen should be within this area.  ",Pawlik,Feb-18,
,,Amphibia,Caudata,Plethodontidae,Pseudoeurycea gadovii,Nov-17,,"Type of Oedipus gadovii Dunn, 1926 - Original registration 1903.9.30.311",Mexico,"Xometla, 8500ft, Orizaba, Mexico",18.974698,-97.186954,0.76,75%,2.3,"could not find Xometla & Orizaba close together on google map and first Xometla found on or near to, correct altitude. looked at specimen details on amnh.org and found that ""Orizaba"" should be ""Mt. Orizaba"", when this was searched on google maps a small town named Xometla was found nearby- this was at the right altitude in the right place- near mt. Orizaba (""Pico de Orizaba""). Measured out from Xometla name location (midpoint) to closest named place ""Agua Bendita"" then halfed the distance to ge the extent- made sure this encompassed specified elevation (8500ft.= 2590m= in between 2580-2600m elevation rings) . 75% Due to small extent, specimen should be within this area.  ",Pawlik,Feb-18,
,,Amphibia,Caudata,Plethodontidae,Pseudoeurycea gadovii,Nov-17,,"Type of Oedipus gadovii Dunn, 1926 - Original registration 1903.9.30.312",Mexico,"Xometla, 8500ft, Orizaba, Mexico",18.974698,-97.186954,0.76,75%,2.3,"could not find Xometla & Orizaba close together on google map and first Xometla found on or near to, correct altitude. looked at specimen details on amnh.org and found that ""Orizaba"" should be ""Mt. Orizaba"", when this was searched on google maps a small town named Xometla was found nearby- this was at the right altitude in the right place- near mt. Orizaba (""Pico de Orizaba""). Measured out from Xometla name location (midpoint) to closest named place ""Agua Bendita"" then halfed the distance to ge the extent- made sure this encompassed specified elevation (8500ft.= 2590m= in between 2580-2600m elevation rings) . 75% Due to small extent, specimen should be within this area.  ",Pawlik,Feb-18,
,,Amphibia,Caudata,Plethodontidae,Pseudoeurycea gadovii,Nov-17,,"Type of Oedipus gadovii Dunn, 1926 - Original registration 1903.9.30.309",Mexico,"Xometla, 8500ft, Orizaba, Mexico",18.974698,-97.186954,0.76,75%,2.3,"could not find Xometla & Orizaba close together on google map and first Xometla found on or near to, correct altitude. looked at specimen details on amnh.org and found that ""Orizaba"" should be ""Mt. Orizaba"", when this was searched on google maps a small town named Xometla was found nearby- this was at the right altitude in the right place- near mt. Orizaba (""Pico de Orizaba""). Measured out from Xometla name location (midpoint) to closest named place ""Agua Bendita"" then halfed the distance to ge the extent- made sure this encompassed specified elevation (8500ft.= 2590m= in between 2580-2600m elevation rings) . 75% Due to small extent, specimen should be within this area.  ",Pawlik,Feb-18,
,,Amphibia,Caudata,Plethodontidae,Pseudoeurycea goebeli,Nov-17,,"Paratype of Oedipus goebeli Schmidt, 1936 - Original registration 1937.5.1.15",Guatemala,"Volcan Tajumulco, San Marcos, 8,000-10,000ft, Guatemala",15.042724,-91.904511,6.49,100%,2.6,"Locality found on google maps, midpoint taken from named summit. Extent measured down volcano summit to 240m to encompass elevations of 8-10,000ft. (2438-3048m). Certainty score reflects difficulty in determining volcano perimeter (For further reference- extent taken at 14.998441,-91.867020). Certainty score shows that georeferenced locality matches whole description given including place name and elevation and that specimen should have been found here. ",Pawlik,Feb-18,
,,Amphibia,Caudata,Plethodontidae,Pseudoeurycea goebeli,Nov-17,,"Paratype of Oedipus goebeli Schmidt, 1936 - Original registration 1937.5.1.16",Guatemala,"Volcan Tajumulco, San Marcos, 8,000-10,000ft, Guatemala",15.042724,-91.904511,6.49,100%,2.6,"Locality found on google maps, midpoint taken from named summit. Extent measured down volcano summit to 240m to encompass elevations of 8-10,000ft. (2438-3048m). Certainty score reflects difficulty in determining volcano perimeter (For further reference- extent taken at 14.998441,-91.867020). Certainty score shows that georeferenced locality matches whole description given including place name and elevation and that specimen should have been found here. ",Pawlik,Feb-18,
,,Amphibia,Caudata,Rhyacotritonidae,Rhyacotriton olympicus,Nov-17,,Paratype of Ranodon olympicus ,USA,"Lake Cushman, Washington, USA",47.486583,-123.252991,7.52,100%,2.7,"searched for Lake Cushman on google earth, instantly showed up as locality shown here. Extent measured from middle of lake, certainty reflects exact locality being georeferenced ",Pawlik,Feb-18,
,,Amphibia,Caudata,Salamandridae,Salamandra infraimmaculata,Nov-17,,"Type of Salamandra semenovi Nesterov, 1916 - Original registration 1917.5.3.6",Iraq,"Mts of Kurdistan (Sjah Guves), Iraq. Updated to: ""montibus Kurdistani persio-turcici altitudine 5000 pedum supra maris uperfciem"" = Sjah (Siyah) GŸves, 1500 meters elevation, mountain land of Kurdistan.",35.805137,45.800213,1.005,50%,coordinates,"I translated the type locality information found on both the specimen ÒMts of Kurdistan (Sjah Guves)Ó and on amnh.org ÒType locality: ""montibus Kurdistani persio-turcici altitudine 5000 pedum supra maris uperfciem"" = Sjah (Siyah) GŸves, 1500 meters elevation, mountain land of Kurdistan.Ó The latter information was written in latin, I managed to pull out Ò5000 pedum supra maris uperfciemÓ which translates to 5000 feet above sea, given that this comes after ÒaltitudineÓ its been recorded as the elevation. Òmontibus KurdistaniÓ translates to mountains of Kurdistan and Sjah (Siyah) GŸves was found to be a locality in modern day Iraq. I looked up Òpersio-turciciÓ and found a lot of maps for the old ÒTurcici ImperiiÓ, the Turkish empire, and believe this may be referring to borders between turkey and Persia or Persia within the Turkish empire. I looked up coordinates for Sjah GŸves found at https://geographic.org/geographic_names/name.php?uni=-4396635&fid=3139&c=iraq (35¡ 48' 17"" N,  45¡ 48' 02"" E) and then used the coordinates from the mapped town name (now seen as ÒSiya GwezÓ on google maps) as the midpoint (35.805137, 45.800213). This is a very small town (extent from midpoint to border 290m max, so to widen this to encapsulate a slightly larger area in an attempt to widen the collection radius I measured to the nearest place of comparable size (Qusamaina)(2.01km) and halved the distance to get the extent (1.005km). Siya Gwez sits just below the border between Kurdistan Province, Iran and Iraq. The locality refers to an elevation within the Kurdistan mountains at 5000 feet. Unfortunately, as with other specimens from this range, the exact start and end of this range cannot be mapped and therefore I previously mapped the whole of the Kurdistan province which includes many mountainous regions on google maps (terrain view), previous cited reports also always show the mountains along the Kurdistan/Iraq border as the main mountainous region. However, I think with the information given here I will stick with the small town and extent to represent this species collection point. I also double checked the elevation of midpoint which is just below 1520m and 5000ft is 1524m so the extent will encompass the correct elevation too. Certainty score shows specimen should be within this area, but that the area given is incredibly small details so I cannot be 100% certain that the specimen was found here.",Pawlik,Feb-18,
,,Amphibia,Caudata,Salamandridae,Salamandra infraimmaculata,Nov-17,,"Type of Salamandra semenovi Nesterov, 1916 - Original registration 1917.5.3.7",Iraq,"Mts of Kurdistan (Sjah Guves), Iraq. Updated to: ""montibus Kurdistani persio-turcici altitudine 5000 pedum supra maris uperfciem"" = Sjah (Siyah) GŸves, 1500 meters elevation, mountain land of Kurdistan.",35.805137,45.800213,1.005,50%,coordinates,"I translated the type locality information found on both the specimen ÒMts of Kurdistan (Sjah Guves)Ó and on amnh.org ÒType locality: ""montibus Kurdistani persio-turcici altitudine 5000 pedum supra maris uperfciem"" = Sjah (Siyah) GŸves, 1500 meters elevation, mountain land of Kurdistan.Ó The latter information was written in latin, I managed to pull out Ò5000 pedum supra maris uperfciemÓ which translates to 5000 feet above sea, given that this comes after ÒaltitudineÓ its been recorded as the elevation. Òmontibus KurdistaniÓ translates to mountains of Kurdistan and Sjah (Siyah) GŸves was found to be a locality in modern day Iraq. I looked up Òpersio-turciciÓ and found a lot of maps for the old ÒTurcici ImperiiÓ, the Turkish empire, and believe this may be referring to borders between turkey and Persia or Persia within the Turkish empire. I looked up coordinates for Sjah GŸves found at https://geographic.org/geographic_names/name.php?uni=-4396635&fid=3139&c=iraq (35¡ 48' 17"" N,  45¡ 48' 02"" E) and then used the coordinates from the mapped town name (now seen as ÒSiya GwezÓ on google maps) as the midpoint (35.805122, 45.800228). This locality sits just below the border between Kurdistan Province, Iran and Iraq. The locality refers to an elevation within the Kurdistan mountains at 5000 feet. Unfortunately, as with other specimens form this range, the exact start and end of this range cannot be mapped and therefore I previously mapped the whole of the Kurdistan province which includes many mountainous regions on google maps (terrain view), previous cited reports also always show the mountains along the Kurdistan/Iraq border as the main mountainous region- this mountainous region will be included in the extent. I then looked up the current range of this species to see whether this was at least around the same area as the species is found and could see that the mountains in Kurdistan Provinces border region with Iraq are part of this species range. Also, double checked the elevation of midpoint which is just below 1520m and 5000ft is 1524m so the extent will encompass the correct elevation too. Certainty score shows specimen should be within this area, but that details to reduce error were lacking so radius has been extended. (50%)",Pawlik,Feb-18,
,,Amphibia,Caudata,Salamandridae,Salamandra salamandra,Nov-17,,"Salamandra maculosa var. gallaica Lopez-Seoane, 1885. ""Not stated but presumably in Lopez-Seoane's personal collection. BMNH 1885.1.29.10 designated neotype byÊEiselt, 1958, Abh. Ber. Naturkd. Magdeburg,Ê10:Ê132"". (Available:http://research.amnh.org, accessed 15/11/2017)",Spain,"Vigo, Galicia, Spain",42.240784,-8.7207,60.34,75%,2.3,"I georeferenced Coruna (42.240784, -8.411575) (10.49)) but the original dataset had a note that ""Locality altered to Vigo, Galicia"". I looked at the AMNH species record and could see that the type locality was ""en los sitio hœmedos y en los sotanos, entre los escombros etc."", Galicia, Spain; restricted to ""La Coru–a, Spanien"" from Mertens and MŸller (1928) . I translated this paper and found that the description meant:  in the humid places and in the cellars, among the rubble. The paper also only described species from Galacia, Spain. I then read the original authors paper L—pez-Seoane (1885) and saw that the location given was La Coruna, Spain. I georeferenced La Coruna, also known as ""A Coruna"" in spain. This city had no border so I took the midpoint from the name location and measured the extent to the nearest place of comparable size/type which was Ferrol (43.489613, -8.219408). The distance was 20.98km so the extent was half of this. However, after checking the specimen bottle I could see that the specimen was noted as being found in Vigo, Garlicia, Spain and I wanted to go with the information found with the specimen. I looked this up on google maps but the city had no border, instead I took its coordinates from the named point as the midpoint and measured to the next named locality of similar size which appeared to be the Portugese city ""Porto""  to get the extent (this was also suggested as a similar size place on the Wikipedia page for Vigo). I measured the distance between Vigo (42.240784, -8.720700) and Porto (41.158282, -8.629075) (120.63km) and halved it to get the extent. Certainty score shows that I am confident specimen should be within the extent. ",Pawlik,Feb-18,
,,Amphibia,Caudata,Plethodontidae,Speleomantes strinatii,Nov-17,,"Paratype of Hydromantes italicus strinatii Aellen, 1958 ",France,"Olivula, N. of Cape Roux, behind Petite Afrique, near Villefranche ",43.716598,7.321817,2.85,50%,2.8,"googled each part of the given locality and was able to pin point most on google maps. Cap roux is Cap Roux which is a costal point on the french riviera, further down the coast from here is Plage Petite Afrique (little africa beach), so according to the location details the specimen locality should be north of the beach behind the cape. The whole area is encapsulated or just outside the border of ""Villefranche-sur-mer"", I looked within the area and also type in ""Olivula, Villefranche"" and found street names bearing this ""Olivula"" and also a bus stop on ""Olivula Avenue"" desginated around the exact area the specimen details indicate. To encompass this point and all the specimen details I used the bus stop point as the midpoint and measured the extent to the furthest point within the border of Villefranche (there was no named locality point for this area that I could have used as the midpoint instead just a border). The certainty reflects the small extent, lack of exact locality, but certainty that named places are within extent and I also looked up the species range and could see that this area was within it so it is likely specimens were found here. Bus stop is also near wooded area at top of a large hill.   this georeference treated as ""named place"" from guidelines. ",Pawlik,Feb-18,
,,Amphibia,Caudata,Plethodontidae,Speleomantes strinatii,Nov-17,,"Paratype of Hydromantes italicus strinatii Aellen, 1958 ",France,"Olivula, N. of Cape Roux, behind Petite Afrique, near Villefranche ",43.716598,7.321817,2.85,50%,2.8,"googled each part of the given locality and was able to pin point most on google maps. Cap roux is Cap Roux which is a costal point on the french riviera, further down the coast from here is Plage Petite Afrique (little africa beach), so according to the location details the specimen locality should be north of the beach behind the cape. The whole area is encapsulated or just outside the border of ""Villefranche-sur-mer"", I looked within the area and also type in ""Olivula, Villefranche"" and found street names bearing this ""Olivula"" and also a bus stop on ""Olivula Avenue"" desginated around the exact area the specimen details indicate. To encompass this point and all the specimen details I used the bus stop point as the midpoint and measured the extent to the furthest point within the border of Villefranche (there was no named locality point for this area that I could have used as the midpoint instead just a border). The certainty reflects the small extent, lack of exact locality, but certainty that named places are within extent and I also looked up the species range and could see that this area was within it so it is likely specimens were found here. Bus stop is also near wooded area at top of a large hill.   this georeference treated as ""named place"" from guidelines. ",Pawlik,Feb-18,
,,Amphibia,Caudata,Plethodontidae,Speleomantes strinatii,Nov-17,,"Paratype of Hydromantes italicus strinatii Aellen, 1958 ",France,"Olivula, N. of Cape Roux, behind Petite Afrique, near Villefranche ",43.716598,7.321817,2.85,50%,2.8,"googled each part of the given locality and was able to pin point most on google maps. Cap roux is Cap Roux which is a costal point on the french riviera, further down the coast from here is Plage Petite Afrique (little africa beach), so according to the location details the specimen locality should be north of the beach behind the cape. The whole area is encapsulated or just outside the border of ""Villefranche-sur-mer"", I looked within the area and also type in ""Olivula, Villefranche"" and found street names bearing this ""Olivula"" and also a bus stop on ""Olivula Avenue"" desginated around the exact area the specimen details indicate. To encompass this point and all the specimen details I used the bus stop point as the midpoint and measured the extent to the furthest point within the border of Villefranche (there was no named locality point for this area that I could have used as the midpoint instead just a border). The certainty reflects the small extent, lack of exact locality, but certainty that named places are within extent and I also looked up the species range and could see that this area was within it so it is likely specimens were found here. Bus stop is also near wooded area at top of a large hill.   this georeference treated as ""named place"" from guidelines. ",Pawlik,Feb-18,
,,Amphibia,Caudata,Plethodontidae,Speleomantes strinatii,Nov-17,,"Paratype of Hydromantes italicus strinatii Aellen, 1958 ",France,"Olivula, N. of Cape Roux, behind Petite Afrique, near Villefranche ",43.716598,7.321817,2.85,50%,2.8,"googled each part of the given locality and was able to pin point most on google maps. Cap roux is Cap Roux which is a costal point on the french riviera, further down the coast from here is Plage Petite Afrique (little africa beach), so according to the location details the specimen locality should be north of the beach behind the cape. The whole area is encapsulated or just outside the border of ""Villefranche-sur-mer"", I looked within the area and also type in ""Olivula, Villefranche"" and found street names bearing this ""Olivula"" and also a bus stop on ""Olivula Avenue"" desginated around the exact area the specimen details indicate. To encompass this point and all the specimen details I used the bus stop point as the midpoint and measured the extent to the furthest point within the border of Villefranche (there was no named locality point for this area that I could have used as the midpoint instead just a border). The certainty reflects the small extent, lack of exact locality, but certainty that named places are within extent and I also looked up the species range and could see that this area was within it so it is likely specimens were found here. Bus stop is also near wooded area at top of a large hill.   this georeference treated as ""named place"" from guidelines. ",Pawlik,Feb-18,
,,Amphibia,Caudata,Plethodontidae,Speleomantes strinatii,Nov-17,,"Paratype of Hydromantes italicus strinatii Aellen, 1958 ",France,"Olivula, N. of Cape Roux, behind Petite Afrique, near Villefranche ",43.716598,7.321817,2.85,50%,2.8,"googled each part of the given locality and was able to pin point most on google maps. Cap roux is Cap Roux which is a costal point on the french riviera, further down the coast from here is Plage Petite Afrique (little africa beach), so according to the location details the specimen locality should be north of the beach behind the cape. The whole area is encapsulated or just outside the border of ""Villefranche-sur-mer"", I looked within the area and also type in ""Olivula, Villefranche"" and found street names bearing this ""Olivula"" and also a bus stop on ""Olivula Avenue"" desginated around the exact area the specimen details indicate. To encompass this point and all the specimen details I used the bus stop point as the midpoint and measured the extent to the furthest point within the border of Villefranche (there was no named locality point for this area that I could have used as the midpoint instead just a border). The certainty reflects the small extent, lack of exact locality, but certainty that named places are within extent and I also looked up the species range and could see that this area was within it so it is likely specimens were found here. Bus stop is also near wooded area at top of a large hill.   this georeference treated as ""named place"" from guidelines. ",Pawlik,Feb-18,
,,Amphibia,Caudata,Plethodontidae,Speleomantes strinatii,Nov-17,,"Paratype of Hydromantes italicus strinatii Aellen, 1958 ",France,"Olivula, N. of Cape Roux, behind Petite Afrique, near Villefranche ",43.716598,7.321817,2.85,50%,2.8,"googled each part of the given locality and was able to pin point most on google maps. Cap roux is Cap Roux which is a costal point on the french riviera, further down the coast from here is Plage Petite Afrique (little africa beach), so according to the location details the specimen locality should be north of the beach behind the cape. The whole area is encapsulated or just outside the border of ""Villefranche-sur-mer"", I looked within the area and also type in ""Olivula, Villefranche"" and found street names bearing this ""Olivula"" and also a bus stop on ""Olivula Avenue"" desginated around the exact area the specimen details indicate. To encompass this point and all the specimen details I used the bus stop point as the midpoint and measured the extent to the furthest point within the border of Villefranche (there was no named locality point for this area that I could have used as the midpoint instead just a border). The certainty reflects the small extent, lack of exact locality, but certainty that named places are within extent and I also looked up the species range and could see that this area was within it so it is likely specimens were found here. Bus stop is also near wooded area at top of a large hill.   this georeference treated as ""named place"" from guidelines. ",Pawlik,Feb-18,
,,Amphibia,Caudata,Plethodontidae,Speleomantes strinatii,Nov-17,,"Paratype of Hydromantes italicus strinatii Aellen, 1958 ",France,"Olivula, N. of Cape Roux, behind Petite Afrique, near Villefranche ",43.716598,7.321817,2.85,50%,2.8,"googled each part of the given locality and was able to pin point most on google maps. Cap roux is Cap Roux which is a costal point on the french riviera, further down the coast from here is Plage Petite Afrique (little africa beach), so according to the location details the specimen locality should be north of the beach behind the cape. The whole area is encapsulated or just outside the border of ""Villefranche-sur-mer"", I looked within the area and also type in ""Olivula, Villefranche"" and found street names bearing this ""Olivula"" and also a bus stop on ""Olivula Avenue"" desginated around the exact area the specimen details indicate. To encompass this point and all the specimen details I used the bus stop point as the midpoint and measured the extent to the furthest point within the border of Villefranche (there was no named locality point for this area that I could have used as the midpoint instead just a border). The certainty reflects the small extent, lack of exact locality, but certainty that named places are within extent and I also looked up the species range and could see that this area was within it so it is likely specimens were found here. Bus stop is also near wooded area at top of a large hill.   this georeference treated as ""named place"" from guidelines. ",Pawlik,Feb-18,
,,Amphibia,Caudata,Plethodontidae,Speleomantes strinatii,Nov-17,,"Paratype of Hydromantes italicus strinatii Aellen, 1958 ",France,"Olivula, N. of Cape Roux, behind Petite Afrique, near Villefranche ",43.716598,7.321817,2.85,50%,2.8,"googled each part of the given locality and was able to pin point most on google maps. Cap roux is Cap Roux which is a costal point on the french riviera, further down the coast from here is Plage Petite Afrique (little africa beach), so according to the location details the specimen locality should be north of the beach behind the cape. The whole area is encapsulated or just outside the border of ""Villefranche-sur-mer"", I looked within the area and also type in ""Olivula, Villefranche"" and found street names bearing this ""Olivula"" and also a bus stop on ""Olivula Avenue"" desginated around the exact area the specimen details indicate. To encompass this point and all the specimen details I used the bus stop point as the midpoint and measured the extent to the furthest point within the border of Villefranche (there was no named locality point for this area that I could have used as the midpoint instead just a border). The certainty reflects the small extent, lack of exact locality, but certainty that named places are within extent and I also looked up the species range and could see that this area was within it so it is likely specimens were found here. Bus stop is also near wooded area at top of a large hill.   this georeference treated as ""named place"" from guidelines. ",Pawlik,Feb-18,
,,Amphibia,Caudata,Plethodontidae,Speleomantes strinatii,Nov-17,,"Paratype of Hydromantes italicus strinatii Aellen, 1958 ",France,"Olivula, N. of Cape Roux, behind Petite Afrique, near Villefranche ",43.716598,7.321817,2.85,50%,2.8,"googled each part of the given locality and was able to pin point most on google maps. Cap roux is Cap Roux which is a costal point on the french riviera, further down the coast from here is Plage Petite Afrique (little africa beach), so according to the location details the specimen locality should be north of the beach behind the cape. The whole area is encapsulated or just outside the border of ""Villefranche-sur-mer"", I looked within the area and also type in ""Olivula, Villefranche"" and found street names bearing this ""Olivula"" and also a bus stop on ""Olivula Avenue"" desginated around the exact area the specimen details indicate. To encompass this point and all the specimen details I used the bus stop point as the midpoint and measured the extent to the furthest point within the border of Villefranche (there was no named locality point for this area that I could have used as the midpoint instead just a border). The certainty reflects the small extent, lack of exact locality, but certainty that named places are within extent and I also looked up the species range and could see that this area was within it so it is likely specimens were found here. Bus stop is also near wooded area at top of a large hill.   this georeference treated as ""named place"" from guidelines. ",Pawlik,Feb-18,
